Cue_Anexo,Nivel,Modalidad_Educ_Gral,Cue,Estado,Sector,Departamento,NINA,Cant_Secciones,Tipo_titulo,Primero,Segundo,Tercero,Cuarto,Quinto,Sexto,Septimo,Mat_ciclo_basico,Mat_ciclo_orientado,Matricula_Total,Titulo
600003600,Secundaria,Común,6000036,Activo,ESTATAL,,no,18,Ciclo básico/ educación secundaria básica,67,79,73,65,54,61,0,219,180,399,Bachiller en ciencias sociales y humanidades; Bachiller en economía y administración
600035000,Secundaria,Común,6000350,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,16,17,11,9,7,7,0,44,23,67,Bachiller en economía y administración
600046400,Secundaria,Común,6000464,Activo,ESTATAL,FEDERACION,no,13,Ciclo básico/ educación secundaria básica,65,60,32,39,43,,0,157,99,256,Bachiller con orientación en arte; Bachiller en economía y administración
600067800,Secundaria,Común,6000678,Activo,ESTATAL,,no,17,Ciclo básico/ educación secundaria básica,35,45,47,41,37,40,0,127,118,245,Bachiller en ciencias naturales; Bachiller en economía y administración
600093400,Secundaria,Común,6000934,Activo,ESTATAL,VILLAGUAY,no,37,Ciclo básico/ educación secundaria básica,96,146,103,184,120,73,0,345,377,722,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración; Bachiller orientado en ciencias naturales; Bachiller con orientación en ciencias sociales y humanidades
600110200,Secundaria,Común,6001102,Activo,ESTATAL,,no,14,Ciclo básico/ educación secundaria básica,60,73,66,59,39,43,0,199,141,340,Bachiller con orientación en ciencias naturales; Bachiller en ciencias sociales y humanidades
600135200,Secundaria,Común,6001352,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,9,9,9,20,14,22,0,27,56,83,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600175800,Secundaria,Común,6001758,Activo,ESTATAL,VICTORIA,no,9,Ciclo básico/ educación secundaria básica,32,24,36,44,44,40,0,92,128,220,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600190400,Secundaria,Común,6001904,Activo,ESTATAL,LA PAZ,no,6,Ciclo básico/ educación secundaria básica,15,20,24,30,24,40,0,59,94,153,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600192200,Secundaria,Común,6001922,Activo,ESTATAL,LA PAZ,no,6,Ciclo básico/ educación secundaria básica,21,25,16,30,16,30,0,62,76,138,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600219600,Secundaria,Común,6002196,Activo,ESTATAL,,no,18,Ciclo básico de arte,81,92,74,72,67,67,0,247,206,453,Bachiller con orientación en arte visuales con especialización en producción
600222000,Secundaria,Común,6002220,Activo,ESTATAL,LA PAZ,no,41,Ciclo básico/ educación secundaria básica,151,163,141,250,260,184,0,455,694,1149,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600222800,Secundaria,Común,6002228,Activo,ESTATAL,,no,38,Ciclo básico/ educación secundaria básica,128,115,133,147,135,104,0,376,386,762,Bachiller en ciencias naturales; Bachiller en ciencias sociales y humanidades; Bachiller en educación física
600226800,Secundaria,Común,6002268,Activo,ESTATAL,DIAMANTE,no,30,Ciclo básico/ educación secundaria básica,99,134,110,93,97,84,0,343,274,617,Bachiller en ciencias naturales; Bachiller en ciencias sociales y humanidades
600230800,Secundaria,Común,6002308,Activo,ESTATAL,VICTORIA,no,10,Ciclo básico/ educación secundaria básica,39,45,46,82,66,50,0,130,198,328,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600231400,Secundaria,Común,6002314,Activo,ESTATAL,,no,19,Ciclo básico/ educación secundaria básica,51,46,60,47,17,27,0,157,91,248,Bachiller en ciencias naturales; Bachiller en economía y administración; Bachiller en humanidades y ciencias sociales
600237400,Secundaria,Común,6002374,Activo,ESTATAL,NOGOYA,no,12,Ciclo básico/ educación secundaria básica,106,125,81,89,88,67,0,312,244,556,Bachiller en ciencias naturales; Bachiller en ciencias sociales y humanidades; Bachiller en turismo
600237420,Secundaria,Común,6002374,Activo,ESTATAL,NOGOYA,no,2,Ciclo básico/ educación secundaria básica,,,,4,2,,0,3,6,9,Bachiller con orientación en ciencias sociales y humanidades; Ciclo básico/ educación secundaria básica
600239800,Secundaria,Común,6002398,Activo,ESTATAL,VILLAGUAY,no,24,Ciclo básico/ educación secundaria básica,53,66,60,108,81,81,0,179,270,449,Bachiller con orientación en arte; Bachiller con orientación en ciencias sociales; Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración; Bachiller en ciencias naturales
600251800,Secundaria,Común,6002518,Activo,ESTATAL,,no,12,Ciclo básico/ educación secundaria básica,38,35,17,41,56,37,0,90,134,224,Bachiller con orientación en ciencias naturales; Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600254200,Secundaria,Común,6002542,Activo,ESTATAL,,no,28,Ciclo básico/ educación secundaria básica,70,97,105,77,66,68,0,272,211,483,Bachiller en ciencias sociales y humanidades; Bachiller en turismo
600255600,Secundaria,Común,6002556,Activo,ESTATAL,,no,9,Ciclo básico/ educación secundaria básica,37,48,29,29,15,9,0,114,53,167,Bachiller en economía y administración
600257600,Secundaria,Común,6002576,Activo,ESTATAL,COLON,no,21,Ciclo básico/ educación secundaria básica,106,111,91,121,102,87,0,308,310,618,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración; Bachiller en ciencias naturales; Bachiller en ciencias sociales y humanidades
600259400,Secundaria,Común,6002594,Activo,ESTATAL,,no,20,Ciclo básico/ educación secundaria básica,75,98,92,105,83,92,0,265,280,545,Bachiller con orientación en ciencias naturales; Bachiller con orientación en ciencias sociales y humanidades
600261800,Secundaria,Común,6002618,Activo,ESTATAL,FEDERACION,no,29,Ciclo básico/ educación secundaria básica,100,164,104,110,94,73,0,368,277,645,Bachiller con orientación en ciencias naturales; Bachiller con orientación en ciencias sociales y humanidades; Bachiller con orientación en comunicación
600266600,Secundaria,Común,6002666,Activo,ESTATAL,,no,30,Ciclo básico/ educación secundaria básica,168,151,171,231,220,229,0,490,680,1170,Bachiller con orientación en ciencias naturales; Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600268400,Secundaria,Común,6002684,Activo,ESTATAL,NOGOYA,no,6,Ciclo básico de arte,9,13,13,12,5,11,0,35,28,63,Bachiller en arte visuales
600277600,Secundaria,Común,6002776,Activo,ESTATAL,FEDERACION,no,6,Ciclo básico/ educación secundaria básica,11,8,16,8,12,7,0,35,27,62,Bachiller en ciencias sociales y humanidades
600285400,Secundaria,Común,6002854,Activo,ESTATAL,,no,14,Ciclo básico/ educación secundaria básica,61,49,44,64,35,33,0,154,132,286,Bachiller con orientación en ciencias sociales y humanidades; Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600293000,Secundaria,Común,6002930,Activo,ESTATAL,GUALEGUAY,no,6,Ciclo básico/ educación secundaria básica,15,21,18,34,14,26,0,54,74,128,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600294000,Secundaria,Común,6002940,Activo,ESTATAL,,no,16,Ciclo básico/ educación secundaria básica,41,39,51,65,50,48,0,131,163,294,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración; Bachiller en ciencias naturales
600294400,Secundaria,Común,6002944,Activo,ESTATAL,,no,27,Ciclo básico/ educación secundaria básica,47,69,61,90,54,36,0,177,180,357,Bachiller con orientación en ciencias naturales; Bachiller con orientación en ciencias sociales y humanidades; Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600300000,Secundaria,Común,6003000,Activo,ESTATAL,,no,35,Ciclo básico/ educación secundaria básica,126,165,137,129,110,118,0,428,357,785,Bachiller en ciencias naturales; Bachiller en ciencias sociales y humanidades; Bachiller en economía y administración; Bachiller en educación física
600304800,Secundaria,Común,6003048,Activo,ESTATAL,,no,25,Ciclo básico/ educación secundaria básica,114,107,104,114,119,94,0,325,327,652,Bachiller con orientación en ciencias naturales; Bachiller con orientación en ciencias sociales y humanidades
600312200,Secundaria,Común,6003122,Activo,ESTATAL,GUALEGUAY,no,16,Ciclo básico/ educación secundaria básica,95,71,61,52,36,43,0,227,131,358,Bachiller en ciencias naturales; Bachiller en economía y administración
600312800,Secundaria,Común,6003128,Activo,ESTATAL,,no,16,Ciclo básico/ educación secundaria básica,39,46,63,56,33,39,0,148,128,276,Bachiller en economía y administración; Bachiller en turismo
600315800,Secundaria,Común,6003158,Activo,ESTATAL,,no,18,Ciclo básico/ educación secundaria básica,52,72,62,80,57,49,0,186,186,372,Bachiller con orientación en arte; Bachiller con orientación en comunicación
600319400,Secundaria,Común,6003194,Activo,ESTATAL,,no,24,Ciclo básico/ educación secundaria básica,136,137,166,170,163,120,0,439,453,892,Bachiller con orientación en ciencias naturales; Bachiller con orientación en ciencias sociales y humanidades; Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600324400,Secundaria,Común,6003244,Activo,ESTATAL,GUALEGUAY,no,29,Ciclo básico/ educación secundaria básica,90,81,89,79,97,77,0,260,253,513,Bachiller en ciencias naturales; Bachiller en ciencias sociales y humanidades; Bachiller en economía y administración; Bachiller en educación física
600332600,Secundaria,Común,6003326,Activo,ESTATAL,,no,21,Ciclo básico/ educación secundaria básica,109,130,85,15,9,9,0,324,33,357,Bachiller con orientación en ciencias naturales
600333800,Secundaria,Común,6003338,Activo,ESTATAL,,no,20,Ciclo básico/ educación secundaria básica,115,106,81,75,36,33,0,302,144,446,Bachiller en ciencias naturales; Bachiller en humanidades y ciencias sociales
600337600,Secundaria,Común,6003376,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,10,14,5,22,10,12,0,29,44,73,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600340800,Secundaria,Común,6003408,Activo,ESTATAL,,no,23,Ciclo básico/ educación secundaria básica,77,122,81,59,56,51,0,280,166,446,Bachiller con orientación en ciencias naturales; Bachiller con orientación en turismo
600344400,Secundaria,Común,6003444,Activo,ESTATAL,VILLAGUAY,no,7,Ciclo básico/ educación secundaria básica,12,16,19,22,11,11,0,47,44,91,Bachiller en economía y administración
600346800,Secundaria,Común,6003468,Activo,ESTATAL,,no,15,Ciclo básico/ educación secundaria básica,44,39,54,36,43,25,0,137,104,241,Bachiller en ciencias naturales; Bachiller en ciencias sociales y humanidades; Bachiller en economía y administración
600347200,Secundaria,Común,6003472,Activo,ESTATAL,GUALEGUAY,no,35,Ciclo básico/ educación secundaria básica,118,149,110,115,88,70,0,377,273,650,Bachiller en ciencias naturales; Bachiller en ciencias sociales y humanidades; Bachiller en economía y administración
600349400,Secundaria,Común,6003494,Activo,ESTATAL,,no,41,Ciclo básico/ educación secundaria básica,142,152,116,188,153,130,0,410,471,881,Bachiller con orientación en ciencias naturales; Bachiller con orientación en ciencias sociales y humanidades; Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600349600,Secundaria,Común,6003496,Activo,ESTATAL,NOGOYA,no,6,Ciclo básico/ educación secundaria básica,14,14,16,13,8,8,0,44,29,73,Bachiller en economía y administración
600350800,Secundaria,Común,6003508,Activo,ESTATAL,,no,9,Ciclo básico/ educación secundaria básica,35,40,35,26,10,8,0,110,44,154,Bachiller en ciencias sociales y humanidades
600353800,Secundaria,Común,6003538,Activo,ESTATAL,VILLAGUAY,no,6,Ciclo básico/ educación secundaria básica,26,18,22,20,22,22,0,66,64,130,Bachiller con orientación en ciencias sociales y humanidades
600354400,Secundaria,Común,6003544,Activo,ESTATAL,,no,37,Ciclo básico/ educación secundaria básica,121,136,89,121,70,69,0,346,260,606,Bachiller con orientación en ciencias sociales y humanidades; Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600356600,Secundaria,Común,6003566,Activo,ESTATAL,VICTORIA,no,34,Ciclo básico/ educación secundaria básica,131,148,114,160,91,77,0,393,328,721,Bachiller con orientación en ciencias naturales; Bachiller con orientación en ciencias sociales y humanidades; Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600358400,Secundaria,Común,6003584,Activo,ESTATAL,FEDERACION,no,21,Ciclo básico/ educación secundaria básica,85,95,78,99,,,0,258,250,508,Bachiller con orientación en ciencias naturales; Bachiller con orientación en ciencias sociales y humanidades; Bachiller con orientación en arte; Bachiller en educación física
600367000,Secundaria,Común,6003670,Activo,ESTATAL,VICTORIA,no,8,Ciclo básico/ educación secundaria básica,34,27,29,58,32,32,0,90,122,212,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600371600,Secundaria,Común,6003716,Activo,ESTATAL,,no,14,Ciclo básico/ educación secundaria básica,24,41,27,35,25,14,0,92,74,166,Bachiller con orientación en ciencias naturales; Bachiller con orientación en ciencias sociales y humanidades
600372000,Secundaria,Común,6003720,Activo,ESTATAL,,no,24,Ciclo básico/ educación secundaria básica,105,101,105,101,88,72,0,311,261,572,Bachiller en ciencias naturales; Bachiller en humanidades y ciencias sociales
600375200,Secundaria,Común,6003752,Activo,ESTATAL,,no,14,Ciclo básico/ educación secundaria básica,64,55,49,28,28,26,0,168,82,250,Bachiller en ciencias naturales; Bachiller en humanidades y ciencias sociales
600375600,Secundaria,Común,6003756,Activo,ESTATAL,,no,12,Ciclo básico/ educación secundaria básica,50,48,52,45,48,44,0,150,137,287,Bachiller en ciencias sociales y humanidades; Bachiller orientado en ciencias naturales
600376600,Secundaria,Común,6003766,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,23,18,7,11,11,11,0,48,33,81,Bachiller en economía y administración
600377600,Secundaria,Común,6003776,Activo,ESTATAL,LA PAZ,no,24,Ciclo básico/ educación secundaria básica,119,127,110,132,108,117,0,356,357,713,Bachiller con orientación en ciencias sociales y humanidades; Bachiller en ciencias naturales
600386600,Secundaria,Común,6003866,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,10,18,14,30,18,28,0,42,76,118,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600387800,Secundaria,Común,6003878,Activo,ESTATAL,,no,15,Ciclo básico/ educación secundaria básica,60,56,55,51,45,43,0,171,139,310,Bachiller en economía y administración
600392600,Secundaria,Común,6003926,Activo,ESTATAL,,no,23,Ciclo básico/ educación secundaria básica,83,90,92,91,95,84,0,265,270,535,Bachiller con orientación en ciencias naturales; Bachiller en economía y administración; Bachiller en humanidades y ciencias sociales
600417200,Secundaria,Común,6004172,Activo,ESTATAL,,no,17,Ciclo básico/ educación secundaria básica,51,54,41,25,14,11,0,146,50,196,Bachiller con especialidad en interpretación musical en vivo; Bachiller en arte visuales
600419200,Secundaria,Común,6004192,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,35,20,14,12,10,3,0,69,25,94,Bachiller en economía y administración
600510000,Secundaria,Común,6005100,Activo,ESTATAL,,no,19,Ciclo básico/ educación secundaria básica,90,103,84,47,72,39,0,277,158,435,Bachiller en ciencias sociales y humanidades
600510200,Secundaria,Común,6005102,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,23,14,14,13,9,11,0,51,33,84,Bachiller con orientación en ciencias sociales y humanidades
600510600,Secundaria,Común,6005106,Activo,ESTATAL,COLON,no,6,Ciclo básico/ educación secundaria básica,17,9,9,12,11,9,0,35,32,67,Bachiller en economía y administración
600510800,Secundaria,Común,6005108,Activo,ESTATAL,COLON,no,6,Ciclo básico/ educación secundaria básica,26,27,23,21,19,12,0,76,52,128,Bachiller con orientación en arte
600511400,Secundaria,Común,6005114,Activo,ESTATAL,DIAMANTE,no,6,Ciclo básico/ educación secundaria básica,10,6,11,9,7,7,0,27,23,50,Bachiller en ciencias naturales
600511600,Secundaria,Común,6005116,Activo,ESTATAL,NOGOYA,no,6,Ciclo básico/ educación secundaria básica,4,10,5,7,8,5,0,19,20,39,Bachiller con orientación en turismo
600511800,Secundaria,Común,6005118,Activo,ESTATAL,NOGOYA,no,6,Ciclo básico/ educación secundaria básica,14,14,18,8,11,9,0,46,28,74,Bachiller en ciencias naturales
600512000,Secundaria,Común,6005120,Activo,ESTATAL,VICTORIA,no,6,Ciclo básico/ educación secundaria básica,25,25,27,21,16,12,0,77,49,126,Bachiller con orientación en ciencias sociales
600512200,Secundaria,Común,6005122,Activo,ESTATAL,VICTORIA,no,6,Ciclo básico/ educación secundaria básica,12,18,20,16,14,16,0,50,46,96,Bachiller en economía y administración
600512800,Secundaria,Común,6005128,Activo,ESTATAL,VILLAGUAY,no,6,Ciclo básico/ educación secundaria básica,13,10,14,16,10,14,0,37,40,77,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600513200,Secundaria,Común,6005132,Activo,ESTATAL,,no,8,Ciclo básico/ educación secundaria básica,34,47,27,25,23,27,0,108,75,183,Bachiller en ciencias naturales
600513800,Secundaria,Común,6005138,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,16,13,12,15,15,14,0,41,44,85,Bachiller con orientación en ciencias naturales
600514200,Secundaria,Común,6005142,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,5,7,7,7,7,4,0,19,18,37,Bachiller en ciencias naturales
600514400,Secundaria,Común,6005144,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,12,6,9,10,6,11,0,27,27,54,Bachiller en economía y administración
600514600,Secundaria,Común,6005146,Activo,ESTATAL,FEDERACION,no,12,Ciclo básico/ educación secundaria básica,57,57,41,36,22,20,0,155,78,233,Bachiller en comunicación
600514800,Secundaria,Común,6005148,Activo,ESTATAL,NOGOYA,no,6,Ciclo básico/ educación secundaria básica,32,41,11,19,10,9,0,84,38,122,Bachiller con orientación en arte
600515000,Secundaria,Común,6005150,Activo,ESTATAL,FEDERACION,no,6,Ciclo básico/ educación secundaria básica,19,12,20,14,12,16,0,51,42,93,Bachiller en turismo
600515200,Secundaria,Común,6005152,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,14,13,11,10,8,10,0,38,28,66,Bachiller en economía y administración
600515400,Secundaria,Común,6005154,Activo,ESTATAL,COLON,no,9,Ciclo básico/ educación secundaria básica,32,47,21,30,23,24,0,100,77,177,Bachiller con orientación en ciencias sociales y humanidades
600515600,Secundaria,Común,6005156,Activo,ESTATAL,COLON,no,6,Ciclo básico/ educación secundaria básica,17,19,15,10,3,13,0,51,26,77,Bachiller en ciencias naturales
600515800,Secundaria,Común,6005158,Activo,ESTATAL,DIAMANTE,no,6,Ciclo básico/ educación secundaria básica,14,13,7,7,6,3,0,34,16,50,Bachiller en ciencias sociales y humanidades
600516000,Secundaria,Común,6005160,Activo,ESTATAL,DIAMANTE,no,6,Ciclo básico/ educación secundaria básica,3,6,6,4,2,4,0,15,10,25,Bachiller con orientación en ciencias naturales
600516200,Secundaria,Común,6005162,Activo,ESTATAL,,no,12,Ciclo básico/ educación secundaria básica,77,56,56,29,20,7,0,189,56,245,Bachiller en ciencias naturales
600516600,Secundaria,Común,6005166,Activo,ESTATAL,DIAMANTE,no,6,Ciclo básico/ educación secundaria básica,11,12,12,20,26,38,0,35,84,119,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600516800,Secundaria,Común,6005168,Activo,ESTATAL,DIAMANTE,no,6,Ciclo básico/ educación secundaria básica,7,6,10,6,9,11,0,23,26,49,Bachiller con orientación en ciencias naturales
600517000,Secundaria,Común,6005170,Activo,ESTATAL,DIAMANTE,no,6,Ciclo básico/ educación secundaria básica,10,14,16,11,7,5,0,40,23,63,Bachiller en ciencias sociales y humanidades
600517200,Secundaria,Común,6005172,Activo,ESTATAL,,no,10,Ciclo básico/ educación secundaria básica,52,40,37,27,26,13,0,129,66,195,Bachiller con orientación en turismo
600517400,Secundaria,Común,6005174,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,23,24,17,22,14,14,0,64,50,114,Bachiller con orientación en ciencias sociales y humanidades
600517600,Secundaria,Común,6005176,Activo,ESTATAL,GUALEGUAY,no,9,Ciclo básico/ educación secundaria básica,48,48,52,53,32,38,0,148,123,271,Bachiller con orientación en ciencias sociales y humanidades
600517800,Secundaria,Común,6005178,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,13,12,10,10,10,9,0,35,29,64,Bachiller con orientación en ciencias sociales y humanidades
600518000,Secundaria,Común,6005180,Activo,ESTATAL,VICTORIA,no,6,Ciclo básico/ educación secundaria básica,21,22,15,8,5,3,0,58,16,74,Bachiller en economía y administración
600518200,Secundaria,Común,6005182,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,10,6,11,14,14,16,0,27,44,71,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600518400,Secundaria,Común,6005184,Activo,ESTATAL,NOGOYA,no,6,Ciclo básico/ educación secundaria básica,8,7,3,4,5,4,0,18,13,31,Bachiller en ciencias naturales
600518600,Secundaria,Común,6005186,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,10,12,14,4,8,7,0,36,19,55,Bachiller en ciencias sociales y humanidades
600518800,Secundaria,Común,6005188,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,19,23,22,46,28,32,0,64,106,170,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600519200,Secundaria,Común,6005192,Activo,ESTATAL,GUALEGUAY,no,6,Ciclo básico/ educación secundaria básica,5,4,6,3,7,11,0,15,21,36,Bachiller orientado en economía y administración
600519400,Secundaria,Común,6005194,Activo,ESTATAL,GUALEGUAY,no,6,Ciclo básico/ educación secundaria básica,7,8,7,8,6,8,0,22,22,44,Bachiller con orientación en ciencias naturales
600519600,Secundaria,Común,6005196,Activo,ESTATAL,GUALEGUAY,no,6,Ciclo básico/ educación secundaria básica,16,21,12,14,10,8,0,49,32,81,Bachiller en ciencias naturales
600519800,Secundaria,Común,6005198,Activo,ESTATAL,GUALEGUAY,no,6,Ciclo básico/ educación secundaria básica,24,18,25,26,18,14,0,67,58,125,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600520000,Secundaria,Común,6005200,Activo,ESTATAL,VILLAGUAY,no,6,Ciclo básico/ educación secundaria básica,15,18,8,16,24,34,0,41,74,115,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600520200,Secundaria,Común,6005202,Activo,ESTATAL,VILLAGUAY,no,6,Ciclo básico/ educación secundaria básica,12,12,13,12,10,8,0,37,30,67,Bachiller en ciencias sociales y humanidades
600520400,Secundaria,Común,6005204,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,20,20,13,24,7,19,0,53,50,103,Bachiller en economía y administración
600520600,Secundaria,Común,6005206,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,9,13,13,9,3,3,0,35,15,50,Bachiller con orientación en ciencias naturales
600520800,Secundaria,Común,6005208,Activo,ESTATAL,,no,11,Ciclo básico/ educación secundaria básica,52,57,54,30,35,19,0,163,84,247,Bachiller en economía y administración
600521000,Secundaria,Común,6005210,Activo,ESTATAL,NOGOYA,no,10,Ciclo básico/ educación secundaria básica,33,39,19,22,15,8,0,91,45,136,Bachiller con orientación en ciencias naturales
600521200,Secundaria,Común,6005212,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,23,29,26,48,34,20,0,78,102,180,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600521800,Secundaria,Común,6005218,Activo,ESTATAL,VICTORIA,no,6,Ciclo básico/ educación secundaria básica,16,13,13,13,13,10,0,42,36,78,Bachiller con orientación en ciencias naturales
600522000,Secundaria,Común,6005220,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,7,6,6,12,20,10,0,19,42,61,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600522200,Secundaria,Común,6005222,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,7,19,12,5,6,2,0,38,13,51,Bachiller en economía y administración
600522600,Secundaria,Común,6005226,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,9,7,4,8,5,11,0,20,24,44,Bachiller en humanidades y ciencias sociales
600522800,Secundaria,Común,6005228,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,10,6,6,4,5,4,0,22,13,35,Bachiller en economía y administración
600523000,Secundaria,Común,6005230,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,6,9,10,5,5,10,0,25,20,45,Bachiller con orientación en ciencias naturales
600523200,Secundaria,Común,6005232,Activo,ESTATAL,,no,10,Ciclo básico/ educación secundaria básica,37,51,28,20,11,14,0,116,45,161,Bachiller con orientación en ciencias naturales
600523400,Secundaria,Común,6005234,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,8,5,9,7,7,5,0,22,19,41,Bachiller con orientación en ciencias naturales
600523800,Secundaria,Común,6005238,Activo,ESTATAL,,no,12,Ciclo básico/ educación secundaria básica,48,45,35,33,22,29,0,128,84,212,Bachiller con orientación en ciencias sociales y humanidades
600524200,Secundaria,Común,6005242,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,3,4,5,12,4,4,0,12,20,32,Bachiller orientado en economía y administración
600524400,Secundaria,Común,6005244,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,2,5,6,6,7,1,0,13,14,27,Bachiller en economía y administración
600524800,Secundaria,Común,6005248,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,5,14,8,8,9,7,0,27,24,51,Bachiller con orientación en ciencias naturales
600525400,Secundaria,Común,6005254,Activo,ESTATAL,,no,21,Ciclo básico/ educación secundaria básica,142,165,86,162,90,54,0,393,306,699,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600525600,Secundaria,Común,6005256,Activo,ESTATAL,COLON,no,17,Ciclo básico/ educación secundaria básica,133,99,66,47,35,19,0,298,101,399,Bachiller con orientación en turismo
600525800,Secundaria,Común,6005258,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,22,18,12,12,10,9,0,52,31,83,Bachiller en ciencias sociales y humanidades
600526200,Secundaria,Común,6005262,Activo,ESTATAL,,no,13,Ciclo básico/ educación secundaria básica,103,84,49,61,,,0,236,101,337,Bachiller con orientación en ciencias sociales y humanidades; Bachiller en economía y administración
600526600,Secundaria,Común,6005266,Activo,ESTATAL,,no,20,Ciclo básico/ educación secundaria básica,97,88,88,102,51,43,0,273,196,469,Bachiller con orientación en ciencias sociales y humanidades; Bachiller con orientación en comunicación
600526800,Secundaria,Común,6005268,Activo,ESTATAL,NOGOYA,no,4,Ciclo básico/ educación secundaria básica,9,5,5,7,4,5,0,19,16,35,Bachiller de nivel medio orientado en ciencias naturales
600527000,Secundaria,Común,6005270,Activo,ESTATAL,VILLAGUAY,no,6,Ciclo básico/ educación secundaria básica,3,5,4,15,12,16,0,12,43,55,Bachiller con orientación en ciencias naturales
600527200,Secundaria,Común,6005272,Activo,ESTATAL,COLON,no,13,Ciclo básico/ educación secundaria básica,59,65,43,61,46,34,0,167,141,308,Bachiller en ciencias naturales
600527400,Secundaria,Común,6005274,Activo,ESTATAL,COLON,no,12,Ciclo básico/ educación secundaria básica,63,74,56,55,21,11,0,193,87,280,Bachiller en economía y administración
600528000,Secundaria,Común,6005280,Activo,ESTATAL,,no,15,Ciclo básico/ educación secundaria básica,70,68,62,53,61,44,0,200,158,358,Bachiller en ciencias sociales y humanidades
600528200,Secundaria,Común,6005282,Activo,ESTATAL,,no,9,Ciclo básico/ educación secundaria básica,43,36,44,24,20,16,0,123,60,183,Bachiller en economía y administración
600528400,Secundaria,Común,6005284,Activo,ESTATAL,,no,8,Ciclo básico/ educación secundaria básica,35,36,19,15,11,13,0,90,39,129,Bachiller orientado en ciencias naturales
600528800,Secundaria,Común,6005288,Activo,ESTATAL,,no,8,Ciclo básico/ educación secundaria básica,22,39,19,19,14,15,0,80,48,128,Bachiller en ciencias sociales y humanidades
